,name,rows,cols,ub,link
229,Telecom Churn Dataset,100000.0,226.0,7.06,https://www.kaggle.com/datasets/ezzzio/telecom-churn-data
230,False,,,False,https://www.kaggle.com/datasets/rudravamshi/bank-customer-churn-model
231,"Telecom Company Churn Rate, Call Center Data",7043.0,23.0,8.24,https://www.kaggle.com/datasets/datazng/telecom-company-churn-rate-call-center-data
232,E-Corp Customer Satisfaction Data.,1989.0,11.0,10.00,https://www.kaggle.com/datasets/furykan/e-corp-dataset
233,E-commerce churn dataset - Retail Rocket,2722.0,231.0,8.82,https://www.kaggle.com/datasets/fridrichmrtn/e-commerce-churn-dataset-retail-rocket
234,BANK CUSTOMER CHURN,10000.0,13.0,3.53,https://www.kaggle.com/datasets/nitanttyagi/bank-customer-churn
235,Telecom Churn Dataset,750.0,20.0,9.41,https://www.kaggle.com/datasets/arashnic/telecom-churn-dataset
236,South Asian Churn dataset,2000.0,14.0,7.65,https://www.kaggle.com/datasets/mahreen/sato2015
237,Bank Customer Churn,10000.0,14.0,1.76,https://www.kaggle.com/datasets/babuyashwanth/bank-customer-churn
238,Telco Customer Churn (IBM),7043.0,23.0,7.65,https://www.kaggle.com/datasets/denisexpsito/telco-customer-churn-ibm
239,False,,,False,https://www.kaggle.com/datasets/dyutimazumder/banking-customer-churn-analysis
240,Barber Shop Frequency Data,13400.0,3.0,10.00,https://www.kaggle.com/datasets/fredericobaker/barber-shop-frequency-data
241,BANK CUSTOMER CHURN DATA,10000.0,13.0,2.94,https://www.kaggle.com/datasets/pothulaswaraj/bank-customer-churn-data
242,Bank Churn Dataset,116000.0,22.0,8.24,https://www.kaggle.com/datasets/navneetmuliya/bank-churn-dataset
243,Telecom Churn Case Study,38.0,2.0,5.88,https://www.kaggle.com/datasets/venkatasubramanian/telecom-churn-case-study
244,False,,,False,https://www.kaggle.com/datasets/jshadgriffin/auto-insurance-churn-data
245,False,,,False,https://www.kaggle.com/datasets/ahersagarvilas/bank-customer-churn-model
246,Telecom Customer Churn Data set,21.0,3.0,2.94,https://www.kaggle.com/datasets/sourabhpattanshetty/telecom-customer-churn-data-set
247,s4e1 Original Data Extended,10000.0,18.0,5.29,https://www.kaggle.com/datasets/samvelkoch/s4e1-original-data-extended
248,Telco customer churn IBM,5000.0,20.0,2.35,https://www.kaggle.com/datasets/geoamins/telco-customer-churn-ibm
249,Customer Churn Prediction Dataset,1275.0,2.0,2.35,https://www.kaggle.com/datasets/ldausl/customer-churn-prediction-dataset
250,Telecom Churn Case Study,36.0,2.0,7.65,https://www.kaggle.com/datasets/erak1006/telecom-churn-case-study-aditya
251,Credit card customer churn,200000.0,7.0,4.12,https://www.kaggle.com/datasets/rishabsingh/credit-card-customer-churn
252,Telco customer churn data,7043.0,21.0,4.12,https://www.kaggle.com/datasets/alexabiri/telco-customer-churn-data
253,False,,,False,https://www.kaggle.com/datasets/reignrichard/telco-customer-churn-analysis-dashboard
254,Retail dataset,8047.0,17.0,6.47,https://www.kaggle.com/datasets/braniac2000/retail-dataset
255,Telecom Data,441000.0,12.0,6.47,https://www.kaggle.com/datasets/gandhimlengineer/telecom-data
256,Customer churn,500.0,21.0,1.18,https://www.kaggle.com/datasets/aakaashraajm/customer-churn
257,Customer Churn,7043.0,21.0,1.18,https://www.kaggle.com/datasets/firazztrk/customer-churn
258,Telco-Customer-Churn,7043.0,21.0,2.94,https://www.kaggle.com/datasets/peekabo0/telco-customer-churn
259,DQLab Telco Final,6950.0,13.0,8.24,https://www.kaggle.com/datasets/samran98/customer-churn-telco-final
260,Churn Classification,10000.0,14.0,6.47,https://www.kaggle.com/datasets/synful/churn-classification
261,Club Data Set,10362.0,15.0,5.29,https://www.kaggle.com/datasets/sonannguyenngoc/club-data-set
262,Customer Churn,10000.0,14.0,2.94,https://www.kaggle.com/datasets/sharooqfarzeenak/customer-churn
263,Customer Churn.,3150.0,14.0,2.94,https://www.kaggle.com/datasets/zhengzhengml/customer-churn
264,customer churn,10000.0,18.0,2.94,https://www.kaggle.com/datasets/msarvesh/customer-churn
265,Customer Churn,750.0,2.0,2.94,https://www.kaggle.com/datasets/petetilavanya/customer-churn
266,Customer Churn Dataset,10000.0,12.0,4.71,https://www.kaggle.com/datasets/prithviraj07/customer-churn-dataset
267,Telcom Customer Churn,7043.0,21.0,1.76,https://www.kaggle.com/datasets/adepvenugopal/telcom-customer-churn
268,Telecom Customer Churn,7043.0,21.0,2.35,https://www.kaggle.com/datasets/akshayalpha/telecom-customer-churn
269,Telco-Customer-Churn,7043.0,21.0,2.35,https://www.kaggle.com/datasets/ramanofthesky/telco-customer-churn
270,telco customer churn,7043.0,21.0,2.35,https://www.kaggle.com/datasets/erhanalasar/telco-customer-churn
271,📊 Synthetic TelCo Messy Dataset Churn Prediction,70000.0,21.0,9.41,https://www.kaggle.com/datasets/marwanehosni/synthetic-telco-messy-dataset-churn-prediction
272,bank-customer-churn-data-modified-training-testing,441000.0,12.0,5.29,https://www.kaggle.com/datasets/fiazhussain66/bank-customer-churn-data-modified-training-testing
273,churn prediction,10000.0,14.0,8.82,https://www.kaggle.com/datasets/krishnasince2005/churn-prediction
274,custchurn,100000.0,9.0,9.41,https://www.kaggle.com/datasets/yajatmukhija/custchurn
275,Bank Customer Churn,10000.0,14.0,4.12,https://www.kaggle.com/datasets/rubelmiads/bank-customer-churn
276,Telecom customer churn,4815.0,17.0,4.12,https://www.kaggle.com/datasets/cesarayres/telecom-customer-churn
277,🔮Churn Prediction: Unlocking Retention Secrets🔓,5000.0,26.0,10.00,https://www.kaggle.com/datasets/simronw/churn-prediction-unlocking-retention-secrets
278,Telco-Customer-Churn,7043.0,21.0,2.94,https://www.kaggle.com/datasets/mazenalattar/telco-customer-churn
279,E-commerce churn dataset - REES46,113000.0,276.0,8.82,https://www.kaggle.com/datasets/fridrichmrtn/e-commerce-churn-dataset-rees46
280,Customer Churn Dataset,7043.0,21.0,1.76,https://www.kaggle.com/datasets/hamidmehdi/customer-churn-dataset
281,Customer churn of PowerCo.ltd,14600.0,26.0,7.65,https://www.kaggle.com/datasets/sharmadeepankaj/customer-churn-of-powerco-ltd
282,False,,,False,https://www.kaggle.com/datasets/izzulnaimmm/analyzing-bank-customer-churn
283,BongChoi Customer Churn Prediction Dataset,101000.0,12.0,9.41,https://www.kaggle.com/datasets/souradippal/bongchoi-customer-churn-prediction-dataset
284,Cleaned_Brazilian_ECommerce_Data,112000.0,24.0,7.65,https://www.kaggle.com/datasets/sudhanshukumar50480/cleaned-brazilian-ecommerce-data
285,Credit Card Churn Prediction,10100.0,23.0,7.06,https://www.kaggle.com/datasets/anwarsan/credit-card-bank-churn
286,Customer Segmentation Dataset,10000.0,42.0,10.00,https://www.kaggle.com/datasets/palvinder2006/customer-dataset
287,churn-modelling-score,2000.0,17.0,5.88,https://www.kaggle.com/datasets/lavagod/churn-modelling-score
288,False,,,False,https://www.kaggle.com/datasets/aephidayatuloh/telco-customer-churn
289,Telecom Customer Churn,15043.0,21.0,5.29,https://www.kaggle.com/datasets/akimthaav/telecommunication-customer-churn
290,Customer Churn Dataset - Banking Industry,10000.0,14.0,6.47,https://www.kaggle.com/datasets/abisheakjacob/customer-churn-dataset-banking-industry
291,UCI Bank Customer Churn Dataset,41200.0,21.0,6.47,https://www.kaggle.com/datasets/busradeveci/bank-churn
292,False,,,False,https://www.kaggle.com/datasets/sounak131/bank-customer-churn-prediction
293,Customer Churn,7043.0,21.0,1.76,https://www.kaggle.com/datasets/cryometa/customer-churn
294,Customer Churn,7043.0,21.0,1.76,https://www.kaggle.com/datasets/rohitphatale/customer-churn
295,customer churn,12126.0,22.0,1.76,https://www.kaggle.com/datasets/ahmedghonem01/customer-churn
296,Telco-Customer-Churn.csv,7043.0,21.0,2.35,https://www.kaggle.com/datasets/tarun2k3/telco-customer-churn-csv
297,Retail Business Intelligence Dataset,10000.0,3.0,8.82,https://www.kaggle.com/datasets/guimacrlh/dataset-vendas
298,False,,,False,https://www.kaggle.com/datasets/abhijitssarkar/customerchurn
299,Customer_churn_larger_dataset,100000.0,9.0,4.71,https://www.kaggle.com/datasets/shaileshkumar591/customer-churn-larger-dataset
300,Telco Customer Churn Dataset,7043.0,21.0,4.71,https://www.kaggle.com/datasets/ojeikereomokhoje/telco-customer-churn-dataset
301,WA_Fn-Usec_Telco-Customer-Churn,7043.0,21.0,2.35,https://www.kaggle.com/datasets/nitinkharade/wa-fn-usec-telco-customer-churn
302,Synthetic Customer Churn Dataset,5000.0,8.0,2.35,https://www.kaggle.com/datasets/mikrjj/synthetic-customer-churn-dataset
303,HackerEarth's Churn Risk Rate Challenge,5.0,2.0,4.71,https://www.kaggle.com/datasets/rishabh6377/hackerearths-churn-risk-rate-challenge
304,Credit Card Customer Churn Prediction using ANN,10000.0,14.0,2.35,https://www.kaggle.com/datasets/engsaiedali/credit-card-customer-churn-prediction-using-ann
305,telco-customer-churn,7043.0,21.0,1.18,https://www.kaggle.com/datasets/zhiyuanchen/telcocustomerchurn
306,telco-customer-churn,7043.0,21.0,1.18,https://www.kaggle.com/datasets/machariawaks/telcocustomerchurn
307,Bank customer churn,10000.0,14.0,1.18,https://www.kaggle.com/datasets/pranaytelukuntla/bank-customer-churn
308,Customer Churn Dataset,175000.0,25.0,1.18,https://www.kaggle.com/datasets/drnimishadavis/customer-churn-dataset
309,Customer Churn Analysis Dataset,14600.0,26.0,6.47,https://www.kaggle.com/datasets/chayanroy3/customer-churn-analysis-dataset
310,Telecom Customer Churn,7043.0,25.0,2.94,https://www.kaggle.com/datasets/mohamedhamdymady/telecom-customer-churn
311,customer churn dataset,7043.0,23.0,2.94,https://www.kaggle.com/datasets/offwitt0/customer-churn-dataset
312,customer-churn-dataset,7043.0,21.0,2.94,https://www.kaggle.com/datasets/dheerajetx/customer-churn-dataset
313,Bank Customer Churn,10000.0,12.0,2.94,https://www.kaggle.com/datasets/scotthorning/bank-customer-churn
314,Customer Churn Data,10000.0,14.0,2.94,https://www.kaggle.com/datasets/zhenruing/customer-churn-data
315,TelEcom cUSTOMER CHURN,7043.0,21.0,2.94,https://www.kaggle.com/datasets/manjit0801/telecom-customer-churn
316,Telco Customer Churn,7043.0,21.0,2.94,https://www.kaggle.com/datasets/bernaded/telco-customer-churn
317,Telco Customer Churn,7043.0,21.0,2.94,https://www.kaggle.com/datasets/feryramadhanc/telco-customer-churn
318,Bank customer churn,10000.0,14.0,2.94,https://www.kaggle.com/datasets/vipulsharma1631/bank-customer-churn
319,Telco Customer Churn,7043.0,21.0,2.94,https://www.kaggle.com/datasets/thatomaelane/telco-customer-churn
320,Customer Churn Dataset,7043.0,21.0,2.94,https://www.kaggle.com/datasets/afiqmahba37/customer-churn-dataset
321,Customer Churn Data,7043.0,21.0,2.94,https://www.kaggle.com/datasets/alimovaa/customer-churn-data
322,Customer churn dataset,7043.0,11.0,2.94,https://www.kaggle.com/datasets/hectarcarson/customer-churn-dataset
323,Orange_Telecom_Churn_Data,5000.0,21.0,3.53,https://www.kaggle.com/datasets/ghassenkhaled/orange-telecom-churn-data
324,False,,,False,https://www.kaggle.com/datasets/syburg/customer-churn-prediction-telecom
325,False,,,False,https://www.kaggle.com/datasets/sammwendwa/bank-customer-churn-analysis
326,Telecom company dataset for customer churn,441000.0,12.0,4.12,https://www.kaggle.com/datasets/deepakkumar707/telecom-company-dataset-for-customer-churn
327,SibAlfaHack,330000.0,89.0,10.00,https://www.kaggle.com/datasets/akscent/sibalfahack
328,Telecom Churn Analysis Dataset,3333.0,21.0,5.88,https://www.kaggle.com/datasets/geetmukherjee/telecom-churn-analysis-dataset
329,False,,,False,https://www.kaggle.com/datasets/zunorain/food-fi
330,Ecommerce-customer-churn-data,5630.0,20.0,4.12,https://www.kaggle.com/datasets/upam22/ecommerce-customer-churn-data
331,Customer Churn Prediction Dataset,1000.0,7.0,5.88,https://www.kaggle.com/datasets/ziya07/customer-churn-prediction-dataset
332,False,,,False,https://www.kaggle.com/datasets/anthonytherrien/scikit-survival
333,Model Fitness (customer churn),4000.0,14.0,2.94,https://www.kaggle.com/datasets/ellanihill/model-fitness-customer-churn
334,Customer Churn Modelling Dataset,10000.0,14.0,2.94,https://www.kaggle.com/datasets/kanishknagpal/customer-churn-modelling-dataset
335,CHURN_DATASET,667.0,20.0,5.88,https://www.kaggle.com/datasets/sunchuabhishek/churn-dataset
336,Ghana Telecommunication Data 2023,1971.0,17.0,5.29,https://www.kaggle.com/datasets/freddiej/ghana-telecommunication-data-2023
337,False,,,False,https://www.kaggle.com/datasets/namneeshkashyap/bank-customer-churn
338,Investigating Customer Churn,6687.0,29.0,4.12,https://www.kaggle.com/datasets/muftau/investigating-customer-churn
339,False,,,False,https://www.kaggle.com/datasets/yvonneg/presentation-deck-customer-churn
340,Bank Churn Customer Prediction Dataset,9999.0,12.0,5.29,https://www.kaggle.com/datasets/ameenhasan/bank-churn-customer-prediction-dataset
341,customer credit card churn,2532.0,34.0,1.76,https://www.kaggle.com/datasets/jaikishankumaraswamy/customer-credit-card-churn
342,Customer Churn,7043.0,21.0,2.35,https://www.kaggle.com/datasets/shuvro00/customer-churn
343,customer churn,4929.0,21.0,2.35,https://www.kaggle.com/datasets/ahmedmohmedbalta/customer-churn
344,Customer Churn,7043.0,21.0,2.35,https://www.kaggle.com/datasets/charulathasanmathi/customer-churn
345,Customer Churn,7043.0,21.0,2.35,https://www.kaggle.com/datasets/mazlumunay/customer-churn
346,Customer Churn,7043.0,21.0,2.35,https://www.kaggle.com/datasets/abdulbasit200111/customer-churn
347,customer churn,7043.0,21.0,2.35,https://www.kaggle.com/datasets/rohitraj9939/customer-churn
348,False,,,False,https://www.kaggle.com/datasets/loneljuniorvodounou/customer-churn
349,Customer-churn,3150.0,16.0,2.35,https://www.kaggle.com/datasets/im2cool/customer-churn
350,Telecom Churn Predict,1000.0,9.0,5.88,https://www.kaggle.com/datasets/swarajkhan/telecom-churn-predict
351,PowerCo dataset,16100.000000000002,32.0,7.06,https://www.kaggle.com/datasets/naiborhujosua/energy-industry
352,False,,,False,https://www.kaggle.com/datasets/kevinespues/customer-churn-insights-excel-sql-tableau
353,Customer Churn Prediction,7032.0,21.0,2.35,https://www.kaggle.com/datasets/amiribrahimtaj/customer-churn-dataset
354,Customer-Churn-Records,10000.0,18.0,2.35,https://www.kaggle.com/datasets/kryusufkaya/customer-churn-records
355,False,,,False,https://www.kaggle.com/datasets/ankurkumar7078/pwc-internship-projects
356,Telecom Churn,230.0,6.0,6.47,https://www.kaggle.com/datasets/sarodeankur/telecom-churn
357,Assessing Customer Churn Using Machine Learning,6500.0,10.0,3.53,https://www.kaggle.com/datasets/abdelazizsami/assessing-customer-churn-using-machine-learning
358,False,,,False,https://www.kaggle.com/datasets/raodanish/exploring-customer-churn-in-the-banking-industry
359,UrbanMart Transactions Dataset (2023-2024),50000.0,9.0,6.47,https://www.kaggle.com/datasets/xyzeys/urbanmart-transactions-dataset-2023-2024
360,Telec customer churn,7043.0,21.0,3.53,https://www.kaggle.com/datasets/mohamedjamyl/telec-customer-churn
361,Customer Churn Prediction,7043.0,21.0,3.53,https://www.kaggle.com/datasets/khizarsultan/customer-churn-prediction
362,Teleco - Customer - Churn,7043.0,21.0,3.53,https://www.kaggle.com/datasets/achyuthmukund/teleco-customer-churn
363,Telecom Customer Churn,5000.0,21.0,3.53,https://www.kaggle.com/datasets/asharma237/telecom-customer-churn
364,WA_Fn-UseC_-Telco-Customer-Churn,7043.0,21.0,2.35,https://www.kaggle.com/datasets/samkayyali/wa-fnusec-telcocustomerchurn
365,Customer Churn Telecom Industry Dataset,244000.0,14.0,2.35,https://www.kaggle.com/datasets/shyambhojak1994/customer-churn-telecom-industry-dataset
366,Customer churn warning and recovery,7043.0,21.0,2.35,https://www.kaggle.com/datasets/skygrace/customer-churn-warning-and-recovery
367,WA_Fn-UseC_-Telco-Customer-Churn,7043.0,21.0,2.35,https://www.kaggle.com/datasets/ditisolanki/wa-fn-usec-telco-customer-churn
368,False,,,False,https://www.kaggle.com/datasets/sakshishr/telco-customer-churn-analysis
369,False,,,False,https://www.kaggle.com/datasets/rajdeepkaurbajwa/telecom-data-analysis
370,False,,,False,https://www.kaggle.com/datasets/arpanmondal2003/synthetic
371,ML project : Customer churn,12400.0,20.0,1.18,https://www.kaggle.com/datasets/nattiponitp/ml-project-customer-churn
372,HackerEarth: Customer Churn Score,5.0,2.0,1.18,https://www.kaggle.com/datasets/soumik11/hackerearth-customer-churn-score
373,Bank Customer Churn Model,10000.0,13.0,1.18,https://www.kaggle.com/datasets/shashankmoon/bank-customer-churn-model
374,False,,,False,https://www.kaggle.com/datasets/sumit08/powerco-company
375,Customer_Churn_Prediction,10000.0,14.0,6.47,https://www.kaggle.com/datasets/moaazhammad/customer-churn-prediction
376,churndata,10000.0,14.0,5.29,https://www.kaggle.com/datasets/emregur/churndata
377,Grocery Customer Churn Dataset,35800.0,28.0,4.71,https://www.kaggle.com/datasets/abdulmoizrao/grocery-customer-churn-dataset
378,Customer Churn Analysis Dataset,10000.0,18.0,4.71,https://www.kaggle.com/datasets/gregorykipngeno/customer-churn-analysis-dataset
379,Customer-Churn-Records,10000.0,18.0,1.76,https://www.kaggle.com/datasets/nihelghennani/customer-churn-records
380,customer-churn-ott,2000.0,16.0,1.76,https://www.kaggle.com/datasets/dvijkalsi/customer-churn-ott
381,Telco-Customer-Churn,7043.0,21.0,1.76,https://www.kaggle.com/datasets/sjain5/telcocustomerchurn
382,Bank Customer churn,10000.0,12.0,1.76,https://www.kaggle.com/datasets/amrutnikam/bank-customer-churn
383,False,,,False,https://www.kaggle.com/datasets/abhinayguptaanalyst/telco-customer-churn-detailed-analysis-model
384,Banking Customer Churn Prediction Dataset,10000.0,14.0,4.12,https://www.kaggle.com/datasets/sudenazonaran/banking-customer-churn-prediction-dataset
385,Churn Prediction,7042.0,21.0,5.88,https://www.kaggle.com/datasets/mizan116/churn-prediction
386,Telecom Customer Churn Prediction Dataset,7043.0,21.0,5.88,https://www.kaggle.com/datasets/sowmyakuruba/customer-churn-dataset
387,Customer Churn Dataset,7043.0,21.0,2.94,https://www.kaggle.com/datasets/hardik1809/customer-churn-dataset
388,False,,,False,https://www.kaggle.com/datasets/siddharthaborgohain/telecom-churn-case-study-using-ml
389,False,,,False,https://www.kaggle.com/datasets/khaledaboelhassan/customer-churn-analysis
390,Customer Segmentation,53500.0,20.0,7.65,https://www.kaggle.com/datasets/syntheticprogrammer/customer-segmentation
391,"Customer Churn (Telecom) - LR, DT, RF and AUC",3333.0,11.0,9.41,https://www.kaggle.com/datasets/vikramamin/customer-churn-telecom-lr-dt-rf-and-auc
392,Bank_ Customer_ Churn _Prediction_ Model_1,10000.0,14.0,1.18,https://www.kaggle.com/datasets/abrazlaskar/bank-customer-churn-prediction-model-1
393,Telecom Customers Churn,7043.0,21.0,4.12,https://www.kaggle.com/datasets/andrawesashraffarouk/telecom-customers-churn
394,Customer_Churn,10000.0,10.0,8.82,https://www.kaggle.com/datasets/rajagrawal7089/customer-churn
395,Telco Customer Churn Prediction,7043.0,21.0,4.12,https://www.kaggle.com/datasets/ramasub78/telco-customer-churn-prediction
396,False,,,False,https://www.kaggle.com/datasets/tiarasafa/customer-churn-prediction-using-machine-learning
397,Customer Churn,7044.0,21.0,1.18,https://www.kaggle.com/datasets/luisurso/churn
398,customer churn,3333.0,11.0,1.18,https://www.kaggle.com/datasets/syedmansooruddin/customer-churn
399,Customer Churn,10000.0,14.0,1.18,https://www.kaggle.com/datasets/hardik1809/customer-churn
400,Customer Churn,7043.0,21.0,1.18,https://www.kaggle.com/datasets/akritiupadhyayks/customer-churn
401,customer churn,7043.0,9.0,1.18,https://www.kaggle.com/datasets/sadamhkhan/customer-churn
402,Customer Churn,3333.0,11.0,1.18,https://www.kaggle.com/datasets/youssefelsawi/customer-churn
403,customer churn,1409.0,20.0,1.18,https://www.kaggle.com/datasets/keirongreen/customer-churn
404,customer churn,10000.0,18.0,1.18,https://www.kaggle.com/datasets/akash4144/customer-churn
405,customer-churn,3150.0,14.0,1.18,https://www.kaggle.com/datasets/cyberpark7/customer-churn
406,False,,,False,https://www.kaggle.com/datasets/sknaseerhussain/logistic-regression-for-telecom-churn
407,Customer Transactions,542000.0,8.0,8.82,https://www.kaggle.com/datasets/agarwalyashhh/customer-transactions
408,rbcchurndataset,2.0,2.0,3.53,https://www.kaggle.com/datasets/saadsalim997/rbcchurndataset
409,Customer_Churn_Dataset,7043.0,21.0,2.94,https://www.kaggle.com/datasets/isapakistan/customer-churn-dataset
410,WA_Fn-UseC_-Telco-Customer-Churn_new_ad,10300.0,21.0,4.71,https://www.kaggle.com/datasets/debu1dutta/wa-fn-usec-telco-customer-churn-new-ad
411,False,,,False,https://www.kaggle.com/datasets/ravisankarvangala/telecom-churn-prediction
412,E-commerce Customer Engagement,9508.0,23.0,6.47,https://www.kaggle.com/datasets/noir1112/e-commerce-customer-engagement
413,Bank Dataset For Fairness,10000.0,15.0,6.47,https://www.kaggle.com/datasets/kushasahu/bank-dataset-for-fairness
414,Multitable Ecommerce European Fashion,7.0,7.0,7.06,https://www.kaggle.com/datasets/joycemara/european-fashion-store-multitable-dataset
415,Predicting Customer Churn,16100.000000000002,32.0,2.35,https://www.kaggle.com/datasets/faiqamehboob6191/datasciencetask2
416,False,,,False,https://www.kaggle.com/datasets/codenamekash/predictcustomerchurn
417,Telco Customer Churn,7043.0,21.0,2.35,https://www.kaggle.com/datasets/asingh2262000/telco-customer-churn
418,Telco Customer Churn,7043.0,21.0,2.35,https://www.kaggle.com/datasets/vjc5505/telco-customer-churn
419,False,,,False,https://www.kaggle.com/datasets/mohammadmaaz23/customer-churn-analysis
420,Customer Behavior Churn,2000.0,17.0,2.35,https://www.kaggle.com/datasets/husyenali/customer-behavior-churn
421,Customer Churn Prediction,10000.0,14.0,2.35,https://www.kaggle.com/datasets/nikhilgarg69/customer-churn-prediction
422,Telco Customer Churn,7043.0,21.0,2.35,https://www.kaggle.com/datasets/duybuii/telco-customer-churn
423,customer-churn-data,2000.0,16.0,2.35,https://www.kaggle.com/datasets/timur111/customer-churn-data
424,Telco Customer Churn,750.0,2.0,2.35,https://www.kaggle.com/datasets/wangyansuo/telco-customer-churn
425,Data Customer Churn,7043.0,21.0,2.35,https://www.kaggle.com/datasets/ishratamin/data-customer-churn
426,Telco Customer Churn,7043.0,21.0,2.35,https://www.kaggle.com/datasets/amanshaw101/telco-customer-churn
427,Telco-Customer-Churn,7043.0,21.0,2.35,https://www.kaggle.com/datasets/emreavcihalvetica/telco-customer-churn
428,False,,,False,https://www.kaggle.com/datasets/jaschamillard/telecom-customer-churn
429,Customer-Churn-Record,10000.0,18.0,2.35,https://www.kaggle.com/datasets/highseek19/customer-churn-record
430,Bank Churn Prediction,10000.0,14.0,6.47,https://www.kaggle.com/datasets/bonginstates/bank-churn-prediction
431,streaming_app_dataset,1000.0,12.0,5.29,https://www.kaggle.com/datasets/ttrngquangminh/streaming-app-dataset
432,Amazon-Review,4915.0,12.0,5.88,https://www.kaggle.com/datasets/emreceliki/amazon-review
433,False,,,False,https://www.kaggle.com/datasets/avazisoboev/bank-customer-churn-predictions-model
434,False,,,False,https://www.kaggle.com/datasets/shahnawaj9/online-retail
435,Telecom Customer Churn Dataset,7043.0,21.0,3.53,https://www.kaggle.com/datasets/qaiserrizvi/telecom-customer-churn-dataset
436,Telecom Customer Churn Data,7043.0,21.0,3.53,https://www.kaggle.com/datasets/sandipjadhav4kaggle/telecom-customer-churn-data
437,Telecom Customer Churn Analysis,7043.0,21.0,3.53,https://www.kaggle.com/datasets/lileejass/telecom-customer-churn-analysis
438,Telecom Company Dataset - Logistic Regression,7042.0,22.0,4.12,https://www.kaggle.com/datasets/uddhavparab/telecom-company-dataset-logistic-regression
439,False,,,False,https://www.kaggle.com/datasets/anosikeemmanuel/telecom-customer-churn-rate
440,customer churn with missing values,7043.0,22.0,2.94,https://www.kaggle.com/datasets/rohitraj9939/customer-churn-with-missing-values
441,WA_Fn-UseC_-Telco-Customer-Churn,7043.0,21.0,2.94,https://www.kaggle.com/datasets/hossamfarhoud/wa-fn-usec-telco-customer-churn
442,Customer Churn Dataset(Generated BY AI ),25000.0,26.0,2.94,https://www.kaggle.com/datasets/hanggoesdsaiml/customer-churn-datasetgenerated-by-ai
443,Telco-Customer-Churn.csv,7043.0,21.0,1.18,https://www.kaggle.com/datasets/brahimerkan/telcocustomerchurncsv
444,Telco-Customer-Churn2,7043.0,21.0,1.18,https://www.kaggle.com/datasets/alexalca/telcocustomerchurn2
445,Mall Customer,200.0,5.0,10.00,https://www.kaggle.com/datasets/ramisashararnidhi/mall-customer-csv
446,HackerEarth - Predict the churn risk rate,5.0,2.0,4.71,https://www.kaggle.com/datasets/dskagglemt/hackerearth-predict-the-churn-risk-rate
447,Telco customer churn_new,7043.0,33.0,2.94,https://www.kaggle.com/datasets/yanesther/telco-customer-churn-new
448,telco-customer-churn,7043.0,19.0,1.76,https://www.kaggle.com/datasets/justingunderson/telco-customer-churn
449,Customer Churn (Telecom company) Dataset,750.0,2.0,1.76,https://www.kaggle.com/datasets/anjolaoluwaajayi/customer-churn-telecom-company-dataset
450,Customer-Churn-Dataset,7043.0,9.0,0.59,https://www.kaggle.com/datasets/mostafaelhabashy/customer-churn-dataset
451,Customer Analysis,1000.0,6.0,8.24,https://www.kaggle.com/datasets/mateusxavier/customer-analysis
452,False,,,False,https://www.kaggle.com/datasets/arzooparihar/jio-telecom-churn-prediction
453,Cleaned Churn,7010.0,27.0,5.29,https://www.kaggle.com/datasets/gokhanergul/cleaned-churn
454,Bank Customer Churn Determiner Dataset,28508.0,21.0,4.12,https://www.kaggle.com/datasets/onajiteewhrudjakpor/bank-customer-churn-determiner-dataset
455,False,,,False,https://www.kaggle.com/datasets/lifebricksglobal/llm-rag-chatbot-training-dataset
456,False,,,False,https://www.kaggle.com/datasets/vishalpainjane/dataset101
457,Telechurn,3333.0,21.0,6.47,https://www.kaggle.com/datasets/remonic97/telechurn
458,Customer Information Dataset for Analysis,122.0,13.0,7.06,https://www.kaggle.com/datasets/salonimalpani/customer-information-dataset-for-analysis
459,Customer Behavior and Purchase Dataset,103000.0,21.0,5.29,https://www.kaggle.com/datasets/timcii/clothing-store-sales-data
460,FREECELL Telecom Customer Analytics,7043.0,9.0,5.29,https://www.kaggle.com/datasets/shartul/freecell-telecom-customer-analytics
461,RFM-Ecommerce-data,398000.0,20.0,5.88,https://www.kaggle.com/datasets/sharathshebbar/rfm-ecommerce-data
462,Streaming Service Data,5000.0,12.0,7.65,https://www.kaggle.com/datasets/akashanandt/streaming-service-data
463,Credit Card Customer Churn Prediction,10000.0,14.0,3.53,https://www.kaggle.com/datasets/avinashbhardwaz/credit-card-customer-churn-prediction
464,Telecom Customer Churn CSV File,7043.0,38.0,3.53,https://www.kaggle.com/datasets/tuhinkundu2025/telecom-customer-churn-csv-file
465,Streaming Service Customer Churn Prediction,125000.0,20.0,3.53,https://www.kaggle.com/datasets/raghunandan9605/streaming-service-customer-churn-prediction
466,Customer Churn Data Telecom,9990.0,6.0,2.35,https://www.kaggle.com/datasets/subhadipm/customer-churn-data-telecom
467,Customer Churn Prediction Datasets,7043.0,21.0,2.35,https://www.kaggle.com/datasets/alaminbhuyan/customer-churn-prediction-datasets
468,Customer Churn Rate Classifier,10000.0,14.0,2.35,https://www.kaggle.com/datasets/amritmth/customer-churn-rate-classifier
469,Telco Customer Churn Dataset,667.0,20.0,2.35,https://www.kaggle.com/datasets/balsubra2501/telco-customer-churn-dataset
470,Bank customer churn prediction,10000.0,2.0,2.35,https://www.kaggle.com/datasets/kavinp0301/bank-customer-churn-prediction
